"urban","age","sex","c.all","c.touch","c.age.under5","c.age.6to19","c.age.20to64","c.age.over65","c.home","c.work","c.all.other","c.dur.1","c.dur.2","c.dur.3","c.dur.4","c.freq.1","c.freq.2","c.freq.3","c.freq.4","c.freq.5","dist.1","dist.2","dist.3","dist.4"
"Urban","65-69","female",35,3,1,2,11,21,8,0,27,9,0,0,26,26,0,0,9,0,35,0,0,0
"Urban","35-39","female",16,6,4,2,11,5,12,0,4,4,6,0,6,15,0,0,0,1,16,0,0,0
"Urban","65-69","male",14,1,1,2,4,7,8,0,6,3,0,0,11,8,5,1,0,0,14,0,0,0
"Urban","10-14","female",17,9,1,12,2,2,7,0,11,6,1,0,10,16,0,1,0,0,6,11,0,0
"Urban","5-9","female",23,11,1,12,8,2,7,0,16,2,0,0,21,22,1,0,0,0,23,0,0,0
"Urban","35-39","male",8,1,0,1,6,1,4,4,0,0,0,1,7,3,0,5,0,0,8,0,0,0
"Urban","10-14","female",19,4,0,9,9,1,2,0,17,10,1,1,7,16,0,1,0,2,7,11,0,0
"Urban","30-34","male",19,3,2,0,17,0,6,6,7,0,5,0,14,14,0,3,2,0,19,0,0,0
"Urban","15-19","female",3,0,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","40-44","female",8,3,1,1,5,1,4,0,4,4,0,0,4,5,0,1,0,2,8,0,0,0
"Urban","45-49","male",8,0,0,0,8,0,3,0,5,2,3,3,0,7,0,0,1,0,8,0,0,0
"Urban","40-44","male",8,6,0,2,6,0,6,0,2,4,0,0,4,3,5,0,0,0,8,0,0,0
"Urban","15-19","male",21,9,0,12,8,1,4,0,17,7,0,0,14,19,0,2,0,0,6,0,15,0
"Urban","40-44","female",20,1,0,2,18,0,6,0,14,18,0,0,2,3,0,3,10,4,20,0,0,0
"Urban","45-49","female",11,1,1,0,10,0,2,0,9,0,1,0,10,11,0,0,0,0,11,0,0,0
"Urban","20-24","male",21,13,2,0,19,0,3,0,18,7,0,0,14,9,3,0,1,8,21,0,0,0
"Urban","50-54","male",18,5,1,0,17,0,6,0,12,6,0,0,12,8,0,0,4,6,8,1,9,0
"Urban","20-24","female",21,5,0,0,21,0,5,6,10,7,0,0,14,14,0,0,0,7,21,0,0,0
"Urban","35-39","male",24,5,0,3,15,6,5,3,16,8,0,0,16,9,0,0,9,6,18,6,0,0
"Urban","65-69","female",14,5,3,2,2,9,4,0,10,0,6,0,8,7,3,0,4,0,14,0,0,0
"Urban","65-69","male",35,0,0,2,33,0,5,0,30,17,0,6,12,13,7,0,7,8,35,0,0,0
"Urban","50-54","male",13,1,0,1,10,2,11,0,2,0,6,2,5,13,0,0,0,0,11,2,0,0
"Rural","40-44","male",26,1,0,0,26,0,1,21,4,25,0,0,1,2,0,0,4,20,26,0,0,0
"Rural","40-44","female",176,7,0,20,156,0,2,167,7,16,20,133,7,24,151,0,0,1,176,0,0,0
"Rural","60-64","male",11,9,1,0,10,0,6,0,5,2,0,0,9,8,0,3,0,0,11,0,0,0
"Rural","55-59","female",14,4,3,0,11,0,6,0,8,5,0,0,9,14,0,0,0,0,14,0,0,0
"Rural","20-24","male",7,0,0,0,7,0,0,7,0,2,0,0,5,7,0,0,0,0,0,7,0,0
"Rural","15-19","male",15,13,0,0,13,2,5,10,0,6,4,0,4,15,0,0,0,0,15,0,0,0
"Rural","75-79","female",10,3,0,1,6,3,4,0,5,5,0,0,5,7,0,0,0,3,10,0,0,0
"Rural","25-29","male",12,3,2,0,10,0,7,0,5,7,1,0,4,4,2,0,1,5,12,0,0,0
"Rural","50-54","female",5,2,2,0,3,0,4,0,1,0,1,0,4,5,0,0,0,0,5,0,0,0
"Rural","25-29","female",44,8,2,0,42,0,4,40,0,0,0,0,44,44,0,0,0,0,4,40,0,0
"Rural","65-69","male",4,0,0,1,2,1,4,0,0,1,0,0,3,3,0,0,1,0,4,0,0,0
"Rural","55-59","female",7,1,0,0,7,0,1,0,6,5,1,0,1,2,1,4,0,0,7,0,0,0
"Rural","45-49","male",24,1,0,0,24,0,1,19,4,4,4,0,16,20,4,0,0,0,24,0,0,0
"Rural","45-49","female",9,1,0,0,8,1,2,0,7,2,0,0,7,7,0,2,0,0,9,0,0,0
"Rural","40-44","male",3,1,0,1,2,0,2,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","40-44","female",5,0,0,1,4,0,2,0,3,3,0,0,2,4,1,0,0,0,5,0,0,0
"Rural","15-19","female",9,7,0,0,9,0,2,7,0,0,0,0,9,9,0,0,0,0,2,7,0,0
"Rural","55-59","male",16,2,1,0,15,0,6,0,10,10,0,0,6,16,0,0,0,0,6,10,0,0
"Rural","45-49","female",16,1,0,0,15,1,6,0,13,4,6,0,6,10,2,0,2,2,16,0,0,0
"Rural","45-49","male",13,1,0,1,11,1,4,0,9,6,0,0,7,8,1,0,0,4,11,2,0,0
"Rural","75-79","female",7,0,0,0,7,0,3,0,4,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","20-24","female",10,0,0,0,9,1,3,3,4,7,0,0,3,10,0,0,0,0,10,0,0,0
"Rural","15-19","female",66,5,0,56,10,0,0,0,66,9,0,0,57,66,0,0,0,0,0,66,0,0
"Rural","55-59","male",11,0,0,0,11,0,2,6,3,3,0,0,8,11,0,0,0,0,5,6,0,0
"Rural","55-59","female",2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","25-29","female",18,0,3,0,18,0,2,13,3,3,0,0,15,18,0,0,0,0,5,13,0,0
"Rural","80+","male",19,1,0,1,8,10,5,0,14,16,0,0,3,19,0,0,0,0,19,0,0,0
"Rural","40-44","male",10,0,0,0,8,2,2,0,8,0,8,0,2,10,0,0,0,0,10,0,0,0
"Rural","45-49","female",26,2,1,1,24,0,23,0,3,18,0,0,8,26,0,0,0,0,26,0,0,0
"Rural","40-44","male",52,4,0,10,42,30,9,7,36,38,0,0,14,48,0,0,0,4,52,0,0,0
"Rural","60-64","male",3,1,0,1,2,0,3,0,0,0,0,0,3,1,1,0,1,0,3,0,0,0
"Rural","60-64","female",6,0,0,0,6,0,2,0,4,4,0,0,2,2,0,0,0,4,6,0,0,0
"Rural","30-34","male",17,11,1,0,16,0,5,6,6,0,0,0,17,17,0,0,0,0,17,0,0,0
"Rural","55-59","female",6,4,1,1,4,0,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","55-59","female",20,3,1,1,18,1,6,0,14,14,0,0,6,19,0,0,0,1,20,0,0,0
"Rural","55-59","male",12,3,2,1,9,0,10,0,2,2,0,0,10,10,0,2,0,0,12,0,0,0
"Rural","30-34","female",18,2,1,2,15,0,2,12,4,8,0,0,10,6,0,0,4,8,2,16,0,0
"Rural","55-59","female",10,3,2,1,7,0,10,0,0,0,0,0,8,10,0,0,0,0,10,0,0,0
"Rural","50-54","male",10,3,0,0,10,0,1,0,9,2,0,4,4,10,0,0,0,0,10,0,0,0
"Rural","50-54","male",19,1,0,2,17,0,1,0,18,9,0,0,10,10,7,2,0,0,19,0,0,0
"Rural","50-54","male",5,0,0,0,5,0,3,0,2,0,1,0,4,5,0,0,0,0,5,0,0,0
"Rural","50-54","female",13,1,0,0,13,0,10,0,3,9,0,0,4,13,0,0,0,0,13,0,0,0
"Rural","20-24","male",17,7,0,0,17,0,0,15,2,10,0,0,7,17,0,0,0,0,2,15,0,0
"Rural","45-49","male",10,3,0,0,9,1,4,0,6,0,6,0,4,3,0,1,6,0,10,0,0,0
"Rural","15-19","male",7,1,0,1,6,0,3,0,4,4,0,0,3,7,0,0,0,0,3,4,0,0
"Rural","45-49","female",14,3,0,2,12,0,7,0,7,11,0,0,3,7,4,0,0,3,7,7,0,0
"Rural","15-19","female",16,6,0,11,5,0,3,0,13,3,0,0,13,15,0,0,0,1,4,12,0,0
"Rural","40-44","male",15,6,0,1,12,2,5,0,10,5,0,0,10,10,0,0,0,5,15,0,0,0
"Rural","65-69","female",11,1,0,1,9,1,5,0,6,3,0,0,8,9,0,2,0,0,11,0,0,0
"Rural","40-44","female",9,4,0,2,5,2,7,1,1,2,0,0,7,9,0,0,0,0,9,0,0,0
"Rural","15-19","female",12,2,0,1,9,2,6,6,0,0,0,0,12,12,0,0,0,0,6,6,0,0
"Rural","45-49","female",16,1,0,0,16,0,1,0,15,11,0,0,5,13,0,0,0,3,16,0,0,0
"Rural","45-49","male",11,1,0,0,11,0,1,0,10,10,0,0,1,11,0,0,0,0,11,0,0,0
"Rural","35-39","female",32,2,0,5,27,0,10,0,22,11,1,0,17,18,0,3,0,11,17,15,0,0
"Rural","60-64","male",17,1,0,6,11,0,17,0,0,0,0,0,17,13,0,0,4,0,17,0,0,0
"Rural","45-49","male",16,1,0,0,16,0,3,0,13,10,0,0,6,16,0,0,0,0,16,0,0,0
"Rural","45-49","female",26,1,0,7,19,0,11,0,15,15,0,0,11,23,0,0,3,0,26,0,0,0
"Rural","35-39","female",21,6,0,5,16,0,8,0,13,13,0,0,8,9,0,3,9,0,0,0,0,0
"Rural","15-19","male",4,3,0,1,3,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
"Rural","10-14","male",14,4,0,6,8,0,5,0,9,4,0,3,7,10,0,0,4,0,0,0,0,0
"Rural","45-49","male",13,1,0,3,10,0,4,0,9,7,2,0,4,13,0,0,0,0,0,0,0,0
"Rural","15-19","female",12,7,0,10,2,0,4,0,8,0,0,0,12,12,0,0,0,0,0,0,0,0
"Rural","45-49","male",8,1,0,1,6,1,3,5,0,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","40-44","female",9,1,0,2,6,1,9,0,0,0,5,0,4,9,0,0,0,0,9,0,0,0
"Rural","15-19","male",3,1,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","15-19","male",7,1,0,1,5,1,3,3,1,1,0,0,6,7,0,0,0,0,4,3,0,0
"Rural","65-69","male",32,1,0,0,32,0,2,19,11,25,5,0,2,19,0,0,0,13,32,0,0,0
"Rural","45-49","male",14,1,2,1,11,0,3,0,11,11,0,0,3,11,3,0,0,0,11,3,0,0
"Rural","50-54","female",21,1,0,2,19,0,4,6,11,11,0,0,10,20,1,0,0,0,21,0,0,0
"Rural","45-49","male",8,1,0,1,7,0,1,0,7,7,0,0,1,8,0,0,0,0,0,0,0,0
"Rural","55-59","male",35,1,1,0,34,0,4,30,1,30,1,0,4,15,0,0,0,20,35,0,0,0
"Rural","55-59","female",45,2,1,0,44,0,4,40,1,42,0,0,3,4,0,0,1,40,45,0,0,0
"Rural","45-49","male",18,1,0,1,17,0,2,15,1,1,13,0,4,5,0,0,0,13,18,0,0,0
"Rural","60-64","male",31,2,0,3,28,0,23,0,8,22,6,0,3,11,20,0,0,0,23,8,0,0
"Rural","60-64","female",3,2,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","10-14","male",16,16,0,14,0,2,2,0,14,0,0,0,16,2,0,14,0,0,16,0,0,0
"Rural","55-59","male",12,2,1,0,11,0,2,0,10,10,0,0,2,12,0,0,0,0,5,7,0,0
"Rural","50-54","female",12,2,1,0,11,0,12,0,0,0,0,0,12,4,0,0,2,6,12,0,0,0
"Rural","45-49","male",14,11,0,1,12,1,4,10,0,1,0,0,13,12,1,1,0,0,4,9,1,0
"Rural","40-44","female",8,1,0,1,6,3,4,0,4,4,0,0,4,4,0,4,0,0,8,0,0,0
"Rural","50-54","male",2,1,0,0,2,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0
"Rural","80+","male",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","40-44","male",15,4,0,3,12,0,4,0,11,8,0,0,7,5,1,0,6,3,4,11,0,0
"Rural","75-79","male",61,1,0,0,61,55,0,0,61,40,0,0,21,21,40,0,0,0,46,15,0,0
"Rural","25-29","female",11,2,1,0,9,1,3,0,8,8,0,0,3,4,7,0,0,0,3,8,0,0
"Rural","60-64","male",13,1,0,2,11,0,6,0,7,5,2,0,6,10,1,2,0,0,13,0,0,0
"Rural","25-29","male",7,1,0,2,5,0,7,0,0,0,0,0,7,6,1,0,0,0,7,0,0,0
"Rural","60-64","female",6,1,0,2,4,0,6,0,0,0,0,0,6,5,0,0,0,0,6,0,0,0
"Rural","45-49","male",13,1,0,2,11,0,8,0,5,8,2,0,3,9,2,0,0,2,8,5,0,0
"Rural","15-19","male",12,11,0,9,3,0,3,0,9,1,0,0,11,11,0,0,0,1,12,0,0,0
"Rural","35-39","male",30,2,0,1,29,0,2,20,8,22,1,0,7,23,5,0,2,0,9,21,0,0
"Rural","35-39","female",27,4,0,1,26,0,4,12,11,8,0,0,19,16,0,0,11,0,15,12,0,0
"Rural","10-14","female",10,6,0,5,5,0,6,0,4,1,0,0,9,9,0,0,0,1,9,0,0,0
"Rural","40-44","female",13,2,4,1,6,6,9,0,4,9,0,0,1,8,0,0,5,0,0,0,13,0
"Rural","40-44","male",4,1,0,1,1,2,4,0,0,0,0,3,1,4,0,0,0,0,0,0,4,0
"Rural","60-64","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","55-59","female",2,1,0,0,2,0,1,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0
"Rural","45-49","male",4,2,1,0,3,0,4,0,0,0,1,0,3,4,0,0,0,0,3,0,0,0
"Rural","55-59","female",10,4,0,1,9,0,2,0,8,5,1,1,3,2,0,0,4,4,0,0,10,0
"Rural","60-64","male",10,0,0,0,10,0,4,0,6,4,5,0,1,4,0,0,0,6,4,6,0,0
"Rural","55-59","female",7,1,1,0,6,0,7,0,0,1,0,0,6,7,0,0,0,0,7,0,0,0
"Rural","40-44","female",4,1,0,0,4,0,1,3,0,0,0,0,4,4,0,0,0,0,1,3,0,0
"Rural","40-44","male",37,33,0,30,37,0,1,32,4,32,4,0,1,4,3,0,0,30,1,36,0,0
"Rural","60-64","male",2,1,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","20-24","female",2,1,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","75-79","male",6,3,1,1,3,1,5,0,1,1,1,0,4,6,0,0,0,0,6,0,0,0
"Rural","40-44","female",5,1,0,0,5,0,1,0,4,0,0,0,2,2,0,0,3,0,1,4,0,0
"Rural","55-59","male",13,0,1,0,11,1,1,0,12,0,0,0,13,1,0,0,12,0,1,12,0,0
"Rural","45-49","female",1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","40-44","female",4,1,0,2,2,0,3,0,1,1,0,0,3,4,0,0,0,0,3,1,0,0
"Rural","50-54","male",10,1,0,2,6,2,7,1,0,2,2,0,6,9,1,0,0,0,9,1,0,0
"Rural","10-14","female",13,7,1,7,5,0,5,0,8,3,0,0,10,13,0,0,0,0,6,7,0,0
"Rural","50-54","male",12,4,0,4,8,0,9,0,3,0,0,0,4,9,0,3,0,0,12,0,0,0
"Rural","10-14","male",12,7,0,5,6,1,8,0,4,3,2,0,7,12,0,0,0,0,12,0,0,0
"Rural","45-49","male",9,1,0,2,6,1,3,0,6,1,0,0,7,8,1,0,0,0,9,0,0,0
"Rural","10-14","male",7,3,0,2,4,1,6,0,1,1,0,0,6,5,2,0,0,0,7,0,0,0
"Rural","15-19","male",24,18,0,17,6,1,4,0,20,1,0,0,23,23,1,0,0,0,9,15,0,0
"Rural","30-34","female",7,2,1,1,5,0,4,0,3,0,0,3,4,4,3,0,0,0,7,0,0,0
"Rural","60-64","male",17,2,4,1,12,0,7,0,10,13,0,0,4,4,13,0,0,0,17,0,0,0
"Rural","10-14","female",24,10,1,16,7,0,4,0,20,4,0,0,20,23,0,0,0,1,4,20,0,0
"Rural","50-54","male",9,1,0,3,5,1,6,0,3,6,0,0,3,9,0,0,0,0,9,0,0,0
"Rural","50-54","female",7,1,0,0,7,0,1,0,6,6,0,0,1,7,0,0,0,0,7,0,0,0
"Rural","55-59","female",14,2,1,0,11,0,14,0,0,12,0,0,2,14,0,0,0,0,14,0,0,0
"Rural","55-59","male",6,2,1,0,5,0,4,0,2,2,0,2,2,4,0,0,0,2,4,2,0,0
"Rural","50-54","female",7,2,0,2,5,0,2,0,5,1,0,4,2,7,0,0,0,0,7,0,0,0
"Rural","10-14","female",11,9,0,8,3,0,2,0,9,1,0,0,10,11,0,0,0,0,3,8,0,0
"Rural","55-59","female",6,2,1,0,4,1,3,0,3,0,3,0,3,6,0,0,0,0,6,0,0,0
"Rural","55-59","male",11,5,2,0,8,1,9,0,2,0,0,0,11,3,0,2,6,0,10,0,0,0
"Rural","45-49","male",8,1,0,0,7,1,5,0,3,3,0,0,5,8,0,0,0,0,5,3,0,0
"Rural","50-54","female",9,2,0,3,6,0,9,0,0,7,0,0,2,7,0,0,0,2,9,0,0,0
"Rural","10-14","female",10,3,0,2,7,0,3,0,7,7,1,0,2,4,1,5,0,0,10,0,0,0
"Rural","10-14","male",17,7,0,9,8,0,6,0,11,10,0,0,7,12,5,0,0,0,6,11,0,0
"Urban","65-69","male",12,3,2,0,3,7,5,0,7,0,0,0,12,12,0,0,0,0,12,0,0,0
"Urban","65-69","female",28,3,2,0,19,7,5,0,23,23,0,0,5,25,3,0,0,0,28,0,0,0
"Urban","0-4","female",11,3,2,0,7,2,5,0,6,6,0,0,5,10,0,0,0,1,11,0,0,0
"Urban","35-39","male",17,2,1,0,14,2,4,3,10,10,0,0,7,12,0,0,0,5,7,10,0,0
"Urban","80+","female",1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"Urban","45-49","female",5,1,0,0,3,0,3,0,2,0,0,0,5,5,0,0,0,0,3,0,2,0
"Urban","50-54","male",19,1,0,0,19,0,5,0,13,10,0,0,9,10,0,0,0,9,10,3,6,0
"Urban","20-24","male",15,1,0,10,3,0,3,0,12,2,10,1,2,5,0,10,0,0,15,0,0,0
"Urban","20-24","male",13,11,0,0,13,0,3,0,10,0,0,0,13,3,0,0,10,0,3,10,0,0
"Urban","35-39","female",13,2,0,4,5,4,1,0,11,0,0,0,13,2,0,0,11,0,2,11,0,0
"Urban","50-54","female",19,1,0,0,17,0,2,10,7,7,0,0,12,16,2,1,0,0,19,0,0,0
"Urban","45-49","female",7,2,0,0,7,0,3,1,3,3,0,0,4,4,3,0,0,0,7,0,0,0
"Urban","50-54","female",22,1,0,0,22,0,2,0,20,20,0,0,2,7,0,0,0,15,22,0,0,0
"Urban","45-49","male",19,1,0,0,19,0,4,0,15,15,0,0,4,19,0,0,0,0,19,0,0,0
"Urban","40-44","female",20,1,0,0,18,2,7,0,13,13,0,0,7,20,0,0,0,0,20,0,0,0
"Urban","20-24","female",38,5,0,2,35,1,6,32,0,0,0,0,38,37,1,0,0,0,6,32,0,0
"Urban","70-74","male",5,0,0,0,1,4,2,0,3,0,0,0,5,5,0,0,0,0,5,0,0,0
"Urban","15-19","female",7,5,0,3,4,0,3,3,1,1,0,0,6,6,0,0,0,1,3,4,0,0
"Urban","40-44","female",10,0,0,1,8,1,4,0,6,5,0,0,5,10,0,0,0,0,9,1,0,0
"Urban","65-69","female",9,0,0,1,5,3,4,0,5,2,3,0,4,9,0,0,0,0,9,0,0,0
"Urban","45-49","male",42,9,0,30,40,32,4,38,0,30,0,0,12,42,0,0,0,0,42,0,0,0
"Urban","45-49","female",47,1,0,3,41,2,8,0,39,24,0,0,23,43,0,0,4,0,47,0,0,0
"Urban","50-54","male",9,1,0,0,4,5,4,1,4,2,0,0,7,9,0,0,0,0,9,0,0,0
"Urban","50-54","female",6,2,1,0,4,1,6,0,0,1,0,0,5,6,0,0,0,0,6,0,0,0
"Urban","75-79","female",8,1,1,0,4,3,3,0,5,5,0,0,3,6,0,0,2,0,8,0,0,0
"Urban","20-24","male",17,0,0,1,16,0,2,6,9,10,0,0,7,15,0,0,0,2,16,0,1,0
"Urban","20-24","male",7,0,0,0,6,1,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","60-64","female",7,1,1,0,6,0,0,0,7,3,0,0,4,0,0,4,0,3,0,7,0,0
"Urban","65-69","male",16,2,1,0,14,1,2,0,14,2,0,3,11,11,0,0,5,0,16,0,0,0
"Urban","5-9","female",15,9,6,0,7,2,3,0,12,3,6,0,6,15,0,0,0,0,15,0,0,0
"Urban","80+","male",19,0,0,0,2,17,1,0,18,2,0,0,17,1,0,0,16,2,1,0,18,0
"Urban","70-74","female",21,1,0,0,0,21,1,0,20,0,0,0,21,1,0,0,20,0,1,0,20,0
"Urban","40-44","male",21,2,0,1,19,1,2,0,21,10,0,0,11,19,0,0,0,2,21,0,0,0
"Urban","10-14","female",14,9,2,1,9,2,3,0,11,1,0,0,13,3,0,0,10,1,3,11,0,0
"Urban","40-44","female",15,11,0,1,13,1,4,3,8,4,0,0,11,11,0,0,3,1,9,6,0,0
"Urban","45-49","female",30,5,0,0,26,0,4,16,10,10,0,15,5,30,0,0,0,0,30,0,0,0
"Urban","50-54","male",41,4,0,5,35,1,10,30,1,31,0,0,10,35,0,0,6,0,41,0,0,0
"Urban","20-24","male",10,5,0,1,8,1,4,3,3,2,3,1,4,7,1,0,0,2,9,1,0,0
"Urban","70-74","female",27,0,0,10,12,3,4,0,23,20,0,0,7,27,0,0,0,0,27,0,0,0
"Urban","20-24","male",14,0,0,1,12,1,4,0,10,0,0,0,14,7,1,1,5,0,14,0,0,0
"Urban","25-29","male",20,13,1,0,17,2,7,10,2,1,0,1,18,20,0,0,0,0,20,0,0,0
"Urban","55-59","male",23,1,1,0,12,0,17,0,6,13,0,0,7,10,0,0,3,10,23,0,0,0
"Urban","50-54","female",6,2,1,0,5,0,5,0,1,1,0,0,5,6,0,0,0,0,6,0,0,0
"Urban","50-54","female",9,1,1,0,8,0,8,0,1,4,0,0,5,5,1,0,3,0,9,0,0,0
"Urban","20-24","female",21,3,0,0,21,0,3,16,2,8,0,0,13,19,0,0,2,0,5,8,0,0
"Urban","20-24","male",8,2,0,0,8,0,3,1,4,2,2,1,3,6,0,0,2,0,8,0,0,0
"Urban","25-29","male",6,0,0,0,6,0,3,3,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Urban","40-44","female",8,1,0,0,8,0,3,0,5,5,0,0,3,8,0,0,0,0,8,0,0,0
"Urban","40-44","male",37,1,0,0,36,1,4,18,15,30,0,0,7,22,15,0,0,0,37,0,0,0
"Urban","45-49","female",18,2,0,0,18,0,4,0,14,4,0,12,2,5,11,0,2,0,18,0,0,0
"Urban","40-44","male",2,1,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","20-24","female",3,2,0,0,3,0,2,0,1,1,0,0,2,2,0,0,1,0,3,0,0,0
"Urban","35-39","female",10,3,0,3,7,0,4,0,6,6,0,0,4,10,0,0,0,0,10,0,0,0
"Urban","10-14","female",49,6,0,45,4,0,3,0,46,0,0,0,49,49,0,0,0,0,49,0,0,0
"Urban","15-19","female",49,4,0,42,7,0,3,0,46,0,0,4,45,49,0,0,0,0,3,46,0,0
"Urban","30-34","female",7,2,0,1,6,0,3,0,4,4,0,0,3,3,4,0,0,0,7,0,0,0
"Rural","45-49","male",27,2,0,2,25,0,3,20,5,12,0,0,15,24,0,3,0,0,27,0,0,0
"Rural","15-19","male",8,8,0,6,2,0,2,0,6,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","35-39","female",2,2,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","30-34","male",16,5,0,2,12,2,10,6,0,6,0,0,10,16,0,0,0,0,10,6,0,0
"Rural","40-44","male",22,1,0,0,22,0,1,0,21,10,4,3,5,4,16,0,0,2,22,0,0,0
"Rural","35-39","male",30,0,0,2,28,0,2,6,22,6,0,0,24,30,0,0,0,0,27,3,0,0
"Rural","10-14","male",22,2,0,5,14,3,18,0,4,4,0,0,18,19,0,3,0,0,22,0,0,0
"Rural","10-14","female",19,8,0,7,11,1,9,0,10,7,0,1,11,15,3,1,0,0,19,0,0,0
"Rural","55-59","male",10,1,0,2,8,0,5,0,5,5,0,0,5,10,0,0,0,0,10,0,0,0
"Rural","10-14","male",10,0,0,1,9,0,6,0,4,1,0,2,7,7,0,1,0,2,10,0,0,0
"Rural","55-59","female",4,0,0,1,3,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","30-34","male",13,2,0,1,12,0,4,4,5,0,5,0,8,12,1,0,0,0,13,0,0,0
"Rural","25-29","female",22,9,0,1,21,0,4,7,11,8,0,0,14,20,0,2,0,0,22,0,0,0
"Rural","60-64","female",32,0,0,0,32,0,1,0,31,20,0,0,12,32,0,0,0,0,32,0,0,0
"Rural","35-39","male",9,0,0,1,6,2,6,3,0,0,0,0,9,9,0,0,0,0,9,0,0,0
"Rural","40-44","male",20,4,0,3,17,0,2,0,18,0,5,5,10,20,0,0,0,0,20,0,0,0
"Rural","15-19","male",31,16,0,1,27,3,9,5,17,8,0,0,23,31,0,0,0,0,31,0,0,0
"Rural","35-39","female",28,4,0,1,27,0,2,6,20,5,0,0,23,28,0,0,0,0,28,0,0,0
"Rural","50-54","male",10,4,0,0,10,0,2,0,8,0,0,4,6,6,0,4,0,0,10,0,0,0
"Rural","55-59","male",13,0,0,0,13,0,0,8,5,5,0,0,8,13,0,0,0,0,5,8,0,0
"Rural","80+","female",7,0,0,2,2,3,4,0,3,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","15-19","male",16,0,0,13,2,1,4,11,1,8,0,0,8,16,0,0,0,0,16,0,0,0
"Rural","55-59","male",23,0,0,1,22,0,4,17,2,17,0,0,6,21,0,0,0,2,6,17,0,0
"Rural","25-29","male",4,1,0,0,4,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","45-49","male",8,3,2,4,4,0,6,0,2,2,0,1,5,5,0,2,0,1,6,2,0,0
"Rural","40-44","female",6,3,1,1,4,0,3,0,3,3,0,0,3,6,0,0,0,0,6,0,0,0
"Rural","40-44","female",9,2,0,1,8,0,3,0,6,2,4,0,3,6,0,0,1,2,9,0,0,0
"Rural","15-19","male",12,9,0,8,4,0,4,0,8,2,0,0,10,12,0,0,0,0,12,0,0,0
"Rural","35-39","male",36,0,0,0,35,1,7,0,29,29,0,0,7,29,6,0,0,1,35,1,0,0
"Rural","40-44","male",8,1,0,4,4,0,5,3,0,3,0,0,5,8,0,0,0,0,5,3,0,0
"Rural","35-39","female",8,3,0,2,6,0,8,0,0,5,0,0,3,8,0,0,0,0,8,0,0,0
"Rural","10-14","male",10,5,0,5,5,0,4,0,6,3,0,0,7,10,0,0,0,0,10,0,0,0
"Rural","60-64","male",16,2,1,0,15,0,4,0,12,2,1,0,13,14,0,2,0,0,16,0,0,0
"Rural","35-39","female",13,5,0,3,9,1,5,0,8,3,0,0,10,13,0,0,0,0,13,0,0,0
"Rural","15-19","male",5,5,0,3,2,0,3,0,2,0,0,0,5,5,0,0,0,0,5,0,0,0
"Rural","40-44","male",25,4,0,3,20,2,4,18,3,11,0,2,12,22,3,0,0,0,6,16,3,0
"Rural","15-19","female",4,0,0,2,2,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","15-19","female",12,6,0,5,5,2,6,0,6,0,1,0,11,11,1,0,0,0,12,0,0,0
"Rural","45-49","male",15,6,0,3,11,1,5,0,10,0,0,0,15,15,0,0,0,0,15,0,0,0
"Rural","45-49","male",17,7,0,2,13,2,5,0,12,8,0,0,9,15,2,0,0,0,17,0,0,0
"Rural","40-44","male",46,6,0,2,44,0,3,38,5,5,0,30,11,13,3,30,0,0,46,0,0,0
