country,panel,date,survey_round,hh_id
nl,A,2020-04-16,1,HH1411001
nl,A,2020-04-17,1,HH1411101
nl,A,2020-04-17,1,HH1411201
nl,A,2020-04-19,1,HH1411301
nl,A,2020-04-19,1,HH1411401
nl,A,2020-04-19,1,HH1411501
nl,A,2020-04-19,1,HH1411601
nl,A,2020-04-19,1,HH1411701
nl,A,2020-04-16,1,HH1411801
nl,A,2020-04-20,1,HH1411901
nl,A,2020-04-19,1,HH1412001
nl,A,2020-04-19,1,HH1412101
nl,A,2020-04-20,1,HH1412201
nl,A,2020-04-19,1,HH1412301
nl,A,2020-04-16,1,HH1412401
nl,A,2020-04-16,1,HH1412501
nl,A,2020-04-19,1,HH1412601
nl,A,2020-04-19,1,HH1412701
nl,A,2020-04-19,1,HH1412801
nl,A,2020-04-19,1,HH1412901
nl,A,2020-04-19,1,HH1413001
nl,A,2020-04-16,1,HH1413101
nl,A,2020-04-20,1,HH1413301
nl,A,2020-04-17,1,HH1413401
nl,A,2020-04-16,1,HH1413501
nl,A,2020-04-16,1,HH1413601
nl,A,2020-04-19,1,HH1413701
nl,A,2020-04-16,1,HH1413801
nl,A,2020-04-19,1,HH1413901
nl,A,2020-04-19,1,HH1414001
nl,A,2020-04-19,1,HH1414101
nl,A,2020-04-19,1,HH1414201
nl,A,2020-04-16,1,HH1414301
nl,A,2020-04-19,1,HH1414401
nl,A,2020-04-19,1,HH1414501
nl,A,2020-04-19,1,HH1414701
nl,A,2020-04-19,1,HH1414801
nl,A,2020-04-17,1,HH1414901
nl,A,2020-04-16,1,HH1415001
nl,A,2020-04-19,1,HH1415101
nl,A,2020-04-19,1,HH1415201
nl,A,2020-04-16,1,HH1415301
nl,A,2020-04-16,1,HH1415401
nl,A,2020-04-19,1,HH1415501
nl,A,2020-04-16,1,HH1415601
nl,A,2020-04-19,1,HH1415701
nl,A,2020-04-16,1,HH1415801
nl,A,2020-04-16,1,HH1415901
nl,A,2020-04-16,1,HH1416001
nl,A,2020-04-16,1,HH1416101
nl,A,2020-04-17,1,HH1416201
nl,A,2020-04-16,1,HH1416301
nl,A,2020-04-16,1,HH1416401
nl,A,2020-04-19,1,HH1416501
nl,A,2020-04-19,1,HH1416601
nl,A,2020-04-20,1,HH1416701
nl,A,2020-04-19,1,HH1416801
nl,A,2020-04-16,1,HH1416901
nl,A,2020-04-16,1,HH1417001
nl,A,2020-04-19,1,HH1417101
nl,A,2020-04-16,1,HH1417201
nl,A,2020-04-16,1,HH1417301
nl,A,2020-04-19,1,HH1417401
nl,A,2020-04-16,1,HH1417501
nl,A,2020-04-16,1,HH1417601
nl,A,2020-04-19,1,HH1417701
nl,A,2020-04-19,1,HH1417801
nl,A,2020-04-16,1,HH1417901
nl,A,2020-04-18,1,HH1418001
nl,A,2020-04-18,1,HH1418101
nl,A,2020-04-16,1,HH1418201
nl,A,2020-04-16,1,HH1418301
nl,A,2020-04-19,1,HH1418401
nl,A,2020-04-19,1,HH1418501
nl,A,2020-04-17,1,HH1418601
nl,A,2020-04-18,1,HH1418701
nl,A,2020-04-17,1,HH1418901
nl,A,2020-04-19,1,HH1419001
nl,A,2020-04-17,1,HH1419101
nl,A,2020-04-19,1,HH1419201
nl,A,2020-04-20,1,HH1419301
nl,A,2020-04-19,1,HH1419401
nl,A,2020-04-19,1,HH1419501
nl,A,2020-04-19,1,HH1419601
nl,A,2020-04-18,1,HH1419701
nl,A,2020-04-19,1,HH1419801
nl,A,2020-04-16,1,HH1419901
nl,A,2020-04-16,1,HH1420001
nl,A,2020-04-19,1,HH1420101
nl,A,2020-04-19,1,HH1420201
nl,A,2020-04-16,1,HH1420301
nl,A,2020-04-19,1,HH1420401
nl,A,2020-04-16,1,HH1420501
nl,A,2020-04-19,1,HH1420601
nl,A,2020-04-20,1,HH1420701
nl,A,2020-04-19,1,HH1420801
nl,A,2020-04-17,1,HH1420901
nl,A,2020-04-16,1,HH1421001
nl,A,2020-04-18,1,HH1421101
nl,A,2020-04-17,1,HH1421201
nl,A,2020-04-19,1,HH1421301
nl,A,2020-04-16,1,HH1421401
nl,A,2020-04-19,1,HH1421501
nl,A,2020-04-19,1,HH1421601
nl,A,2020-04-17,1,HH1421701
nl,A,2020-04-19,1,HH1421801
nl,A,2020-04-17,1,HH1421901
nl,A,2020-04-19,1,HH1422001
nl,A,2020-04-19,1,HH1422101
nl,A,2020-04-19,1,HH1422201
nl,A,2020-04-19,1,HH1422301
nl,A,2020-04-19,1,HH1422401
nl,A,2020-04-17,1,HH1422501
nl,A,2020-04-16,1,HH1422601
nl,A,2020-04-17,1,HH1422701
nl,A,2020-04-19,1,HH1422801
nl,A,2020-04-19,1,HH1422901
nl,A,2020-04-17,1,HH1423001
nl,A,2020-04-17,1,HH1423101
nl,A,2020-04-16,1,HH1423201
nl,A,2020-04-19,1,HH1423301
nl,A,2020-04-16,1,HH1423401
nl,A,2020-04-19,1,HH1423501
nl,A,2020-04-19,1,HH1423601
nl,A,2020-04-19,1,HH1423701
nl,A,2020-04-19,1,HH1423801
nl,A,2020-04-17,1,HH1423901
nl,A,2020-04-19,1,HH1424001
nl,A,2020-04-19,1,HH1424101
nl,A,2020-04-16,1,HH1424201
nl,A,2020-04-19,1,HH1424301
nl,A,2020-04-19,1,HH1424401
nl,A,2020-04-19,1,HH1424501
nl,A,2020-04-19,1,HH1424601
nl,A,2020-04-19,1,HH1424701
nl,A,2020-04-19,1,HH1424801
nl,A,2020-04-19,1,HH1424901
nl,A,2020-04-19,1,HH1425001
nl,A,2020-04-19,1,HH1425101
nl,A,2020-04-16,1,HH1425201
nl,A,2020-04-19,1,HH1425301
nl,A,2020-04-19,1,HH1425401
nl,A,2020-04-16,1,HH1425501
nl,A,2020-04-19,1,HH1425601
nl,A,2020-04-17,1,HH1425701
nl,A,2020-04-18,1,HH1425801
nl,A,2020-04-19,1,HH1425901
nl,A,2020-04-16,1,HH1426001
nl,A,2020-04-16,1,HH1426101
nl,A,2020-04-16,1,HH1426201
nl,A,2020-04-16,1,HH1426301
nl,A,2020-04-16,1,HH1426401
nl,A,2020-04-19,1,HH1426501
nl,A,2020-04-18,1,HH1426601
nl,A,2020-04-19,1,HH1426701
nl,A,2020-04-19,1,HH1426801
nl,A,2020-04-16,1,HH1426901
nl,A,2020-04-17,1,HH1427001
nl,A,2020-04-19,1,HH1427101
nl,A,2020-04-19,1,HH1427201
nl,A,2020-04-19,1,HH1427301
nl,A,2020-04-19,1,HH1427401
nl,A,2020-04-19,1,HH1427601
nl,A,2020-04-19,1,HH1427701
nl,A,2020-04-19,1,HH1427801
nl,A,2020-04-17,1,HH1427901
nl,A,2020-04-16,1,HH1428001
nl,A,2020-04-19,1,HH1428101
nl,A,2020-04-16,1,HH1428301
nl,A,2020-04-19,1,HH1428401
nl,A,2020-04-19,1,HH1428501
nl,A,2020-04-19,1,HH1428601
nl,A,2020-04-16,1,HH1428701
nl,A,2020-04-19,1,HH1428801
nl,A,2020-04-19,1,HH1428901
nl,A,2020-04-16,1,HH1429001
nl,A,2020-04-19,1,HH1429101
nl,A,2020-04-20,1,HH1429201
nl,A,2020-04-16,1,HH1429301
nl,A,2020-04-16,1,HH1429401
nl,A,2020-04-16,1,HH1429501
nl,A,2020-04-16,1,HH1429601
nl,A,2020-04-19,1,HH1429701
nl,A,2020-04-16,1,HH1429801
nl,A,2020-04-19,1,HH1429901
nl,A,2020-04-19,1,HH1430001
nl,A,2020-04-19,1,HH1430101
nl,A,2020-04-17,1,HH1430201
nl,A,2020-04-16,1,HH1430301
nl,A,2020-04-19,1,HH1430401
nl,A,2020-04-19,1,HH1430501
nl,A,2020-04-19,1,HH1430601
nl,A,2020-04-19,1,HH1430701
nl,A,2020-04-16,1,HH1430801
nl,A,2020-04-19,1,HH1430901
nl,A,2020-04-19,1,HH1431001
nl,A,2020-04-19,1,HH1431101
nl,A,2020-04-16,1,HH1431201
nl,A,2020-04-19,1,HH1431301
nl,A,2020-04-16,1,HH1431501
nl,A,2020-04-19,1,HH1431601
nl,A,2020-04-20,1,HH1431701
nl,A,2020-04-16,1,HH1431801
nl,A,2020-04-19,1,HH1431901
nl,A,2020-04-16,1,HH1432001
nl,A,2020-04-17,1,HH1432101
nl,A,2020-04-19,1,HH1432201
nl,A,2020-04-16,1,HH1432401
nl,A,2020-04-16,1,HH1432501
nl,A,2020-04-19,1,HH1432601
nl,A,2020-04-19,1,HH1432701
nl,A,2020-04-19,1,HH1432801
nl,A,2020-04-19,1,HH1432901
nl,A,2020-04-19,1,HH1433001
nl,A,2020-04-16,1,HH1433101
nl,A,2020-04-19,1,HH1433301
nl,A,2020-04-16,1,HH1433401
nl,A,2020-04-19,1,HH1433501
nl,A,2020-04-16,1,HH1433601
nl,A,2020-04-19,1,HH1433701
nl,A,2020-04-19,1,HH1433801
nl,A,2020-04-17,1,HH1433901
nl,A,2020-04-16,1,HH1434001
nl,A,2020-04-19,1,HH1434101
nl,A,2020-04-19,1,HH1434201
nl,A,2020-04-18,1,HH1434301
nl,A,2020-04-19,1,HH1434401
nl,A,2020-04-19,1,HH1434501
nl,A,2020-04-19,1,HH1434601
nl,A,2020-04-16,1,HH1434701
nl,A,2020-04-19,1,HH1434801
nl,A,2020-04-19,1,HH1434901
nl,A,2020-04-16,1,HH1435001
nl,A,2020-04-19,1,HH1435101
nl,A,2020-04-16,1,HH1435201
nl,A,2020-04-16,1,HH1435301
nl,A,2020-04-19,1,HH1435401
nl,A,2020-04-19,1,HH1435501
nl,A,2020-04-19,1,HH1435601
nl,A,2020-04-16,1,HH1435701
nl,A,2020-04-17,1,HH1435801
nl,A,2020-04-16,1,HH1435901
nl,A,2020-04-19,1,HH1436001
nl,A,2020-04-16,1,HH1436101
nl,A,2020-04-19,1,HH1436201
nl,A,2020-04-19,1,HH1436301
nl,A,2020-04-19,1,HH1436401
nl,A,2020-04-16,1,HH1436501
nl,A,2020-04-19,1,HH1436601
nl,A,2020-04-16,1,HH1436701
nl,A,2020-04-19,1,HH1436801
nl,A,2020-04-20,1,HH1436901
nl,A,2020-04-16,1,HH1437001
nl,A,2020-04-19,1,HH1437101
nl,A,2020-04-16,1,HH1437201
nl,A,2020-04-19,1,HH1437301
nl,A,2020-04-19,1,HH1437401
nl,A,2020-04-16,1,HH1437501
nl,A,2020-04-19,1,HH1437601
nl,A,2020-04-20,1,HH1437701
nl,A,2020-04-18,1,HH1437801
nl,A,2020-04-20,1,HH1437901
nl,A,2020-04-19,1,HH1438001
nl,A,2020-04-19,1,HH1438101
nl,A,2020-04-19,1,HH1438201
nl,A,2020-04-17,1,HH1438301
nl,A,2020-04-19,1,HH1438401
nl,A,2020-04-19,1,HH1438501
nl,A,2020-04-19,1,HH1438601
nl,A,2020-04-19,1,HH1438701
nl,A,2020-04-19,1,HH1438801
nl,A,2020-04-17,1,HH1438901
nl,A,2020-04-19,1,HH1439001
nl,A,2020-04-16,1,HH1439101
nl,A,2020-04-19,1,HH1439201
nl,A,2020-04-20,1,HH1439301
nl,A,2020-04-19,1,HH1439401
nl,A,2020-04-19,1,HH1439501
nl,A,2020-04-19,1,HH1439601
nl,A,2020-04-16,1,HH1439701
nl,A,2020-04-16,1,HH1439801
nl,A,2020-04-16,1,HH1439901
nl,A,2020-04-19,1,HH1440001
nl,A,2020-04-19,1,HH1440101
nl,A,2020-04-20,1,HH1440201
nl,A,2020-04-20,1,HH1440301
nl,A,2020-04-19,1,HH1440401
nl,A,2020-04-19,1,HH1440501
nl,A,2020-04-19,1,HH1440601
nl,A,2020-04-19,1,HH1440801
nl,A,2020-04-19,1,HH1440901
nl,A,2020-04-19,1,HH1441001
nl,A,2020-04-19,1,HH1441101
nl,A,2020-04-19,1,HH1441201
nl,A,2020-04-19,1,HH1441301
nl,A,2020-04-19,1,HH1441401
nl,A,2020-04-17,1,HH1441501
nl,A,2020-04-19,1,HH1441601
nl,A,2020-04-19,1,HH1441701
nl,A,2020-04-17,1,HH1441801
nl,A,2020-04-19,1,HH1441901
nl,A,2020-04-16,1,HH1442001
nl,A,2020-04-19,1,HH1442101
nl,A,2020-04-16,1,HH1442201
nl,A,2020-04-17,1,HH1442301
nl,A,2020-04-16,1,HH1442501
nl,A,2020-04-19,1,HH1442601
nl,A,2020-04-19,1,HH1442701
nl,A,2020-04-19,1,HH1442801
nl,A,2020-04-16,1,HH1442901
nl,A,2020-04-19,1,HH1443001
nl,A,2020-04-19,1,HH1443101
nl,A,2020-04-16,1,HH1443201
nl,A,2020-04-20,1,HH1443301
nl,A,2020-04-16,1,HH1443401
nl,A,2020-04-18,1,HH1443501
nl,A,2020-04-19,1,HH1443701
nl,A,2020-04-19,1,HH1443801
nl,A,2020-04-19,1,HH1443901
nl,A,2020-04-17,1,HH1444001
nl,A,2020-04-19,1,HH1444101
nl,A,2020-04-19,1,HH1444201
nl,A,2020-04-20,1,HH1444301
nl,A,2020-04-16,1,HH1444401
nl,A,2020-04-20,1,HH1444501
nl,A,2020-04-19,1,HH1444601
nl,A,2020-04-19,1,HH1444701
nl,A,2020-04-16,1,HH1444801
nl,A,2020-04-20,1,HH1444901
nl,A,2020-04-19,1,HH1445001
nl,A,2020-04-19,1,HH1445101
nl,A,2020-04-19,1,HH1445201
nl,A,2020-04-16,1,HH1445301
nl,A,2020-04-19,1,HH1445401
nl,A,2020-04-16,1,HH1445501
nl,A,2020-04-19,1,HH1445601
nl,A,2020-04-16,1,HH1445701
nl,A,2020-04-16,1,HH1445801
nl,A,2020-04-19,1,HH1445901
nl,A,2020-04-16,1,HH1446001
nl,A,2020-04-19,1,HH1446101
nl,A,2020-04-19,1,HH1446201
nl,A,2020-04-19,1,HH1446301
nl,A,2020-04-16,1,HH1446401
nl,A,2020-04-19,1,HH1446501
nl,A,2020-04-19,1,HH1446601
nl,A,2020-04-19,1,HH1446701
nl,A,2020-04-16,1,HH1446801
nl,A,2020-04-16,1,HH1446901
nl,A,2020-04-16,1,HH1447001
nl,A,2020-04-19,1,HH1447201
nl,A,2020-04-20,1,HH1447301
nl,A,2020-04-16,1,HH1447401
nl,A,2020-04-19,1,HH1447501
nl,A,2020-04-16,1,HH1447601
nl,A,2020-04-17,1,HH1447701
nl,A,2020-04-17,1,HH1447801
nl,A,2020-04-20,1,HH1447901
nl,A,2020-04-19,1,HH1448001
nl,A,2020-04-16,1,HH1448101
nl,A,2020-04-19,1,HH1448201
nl,A,2020-04-16,1,HH1448301
nl,A,2020-04-16,1,HH1448401
nl,A,2020-04-19,1,HH1448601
nl,A,2020-04-19,1,HH1448701
nl,A,2020-04-18,1,HH1448801
nl,A,2020-04-19,1,HH1448901
nl,A,2020-04-19,1,HH1449001
nl,A,2020-04-16,1,HH1449101
nl,A,2020-04-16,1,HH1449201
nl,A,2020-04-19,1,HH1449301
nl,A,2020-04-19,1,HH1449401
nl,A,2020-04-17,1,HH1449501
nl,A,2020-04-16,1,HH1449601
nl,A,2020-04-19,1,HH1449701
nl,A,2020-04-19,1,HH1449801
nl,A,2020-04-17,1,HH1449901
nl,A,2020-04-17,1,HH1450001
nl,A,2020-04-19,1,HH1450101
nl,A,2020-04-20,1,HH1450201
nl,A,2020-04-19,1,HH1450301
nl,A,2020-04-18,1,HH1450401
nl,A,2020-04-19,1,HH1450501
nl,A,2020-04-16,1,HH1450601
nl,A,2020-04-19,1,HH1450701
nl,A,2020-04-19,1,HH1450801
nl,A,2020-04-17,1,HH1450901
nl,A,2020-04-16,1,HH1451001
nl,A,2020-04-16,1,HH1451101
nl,A,2020-04-16,1,HH1451201
nl,A,2020-04-16,1,HH1451301
nl,A,2020-04-17,1,HH1451401
nl,A,2020-04-19,1,HH1451501
nl,A,2020-04-16,1,HH1451601
nl,A,2020-04-16,1,HH1451701
nl,A,2020-04-16,1,HH1451801
nl,A,2020-04-19,1,HH1451901
nl,A,2020-04-19,1,HH1452001
nl,A,2020-04-20,1,HH1452101
nl,A,2020-04-19,1,HH1452201
nl,A,2020-04-19,1,HH1452301
nl,A,2020-04-17,1,HH1452401
nl,A,2020-04-19,1,HH1452501
nl,A,2020-04-20,1,HH1452601
nl,A,2020-04-20,1,HH1452701
nl,A,2020-04-19,1,HH1452901
nl,A,2020-04-19,1,HH1453001
nl,A,2020-04-16,1,HH1453101
nl,A,2020-04-16,1,HH1453201
nl,A,2020-04-19,1,HH1453301
nl,A,2020-04-16,1,HH1453401
nl,A,2020-04-19,1,HH1453501
nl,A,2020-04-19,1,HH1453601
nl,A,2020-04-17,1,HH1453701
nl,A,2020-04-16,1,HH1453801
nl,A,2020-04-19,1,HH1453901
nl,A,2020-04-16,1,HH1454001
nl,A,2020-04-19,1,HH1454101
nl,A,2020-04-19,1,HH1454201
nl,A,2020-04-16,1,HH1454301
nl,A,2020-04-19,1,HH1454401
nl,A,2020-04-20,1,HH1454501
nl,A,2020-04-17,1,HH1454601
nl,A,2020-04-19,1,HH1454701
nl,A,2020-04-19,1,HH1454801
nl,A,2020-04-18,1,HH1454901
nl,A,2020-04-16,1,HH1455001
nl,A,2020-04-17,1,HH1455101
nl,A,2020-04-17,1,HH1455201
nl,A,2020-04-19,1,HH1455301
nl,A,2020-04-19,1,HH1455401
nl,A,2020-04-16,1,HH1455501
nl,A,2020-04-16,1,HH1455701
nl,A,2020-04-16,1,HH1455801
nl,A,2020-04-19,1,HH1455901
nl,A,2020-04-19,1,HH1456001
nl,A,2020-04-19,1,HH1456101
nl,A,2020-04-20,1,HH1456301
nl,A,2020-04-19,1,HH1456401
nl,A,2020-04-19,1,HH1456501
nl,A,2020-04-20,1,HH1456601
nl,A,2020-04-19,1,HH1456701
nl,A,2020-04-17,1,HH1456801
nl,A,2020-04-19,1,HH1456901
nl,A,2020-04-19,1,HH1457001
nl,A,2020-04-16,1,HH1457101
nl,A,2020-04-19,1,HH1457201
nl,A,2020-04-19,1,HH1457301
nl,A,2020-04-19,1,HH1457401
nl,A,2020-04-16,1,HH1457501
nl,A,2020-04-19,1,HH1457601
nl,A,2020-04-19,1,HH1457701
nl,A,2020-04-19,1,HH1457801
nl,A,2020-04-19,1,HH1457901
nl,A,2020-04-19,1,HH1458001
nl,A,2020-04-19,1,HH1458101
nl,A,2020-04-19,1,HH1458201
nl,A,2020-04-20,1,HH1458301
nl,A,2020-04-19,1,HH1458401
nl,A,2020-04-19,1,HH1458501
nl,A,2020-04-19,1,HH1458601
nl,A,2020-04-16,1,HH1458701
nl,A,2020-04-20,1,HH1458801
nl,A,2020-04-19,1,HH1458901
nl,A,2020-04-19,1,HH1459001
nl,A,2020-04-19,1,HH1459101
nl,A,2020-04-19,1,HH1459201
nl,A,2020-04-19,1,HH1459301
nl,A,2020-04-19,1,HH1459401
nl,A,2020-04-19,1,HH1459501
nl,A,2020-04-16,1,HH1459601
nl,A,2020-04-20,1,HH1459701
nl,A,2020-04-16,1,HH1459801
nl,A,2020-04-19,1,HH1459901
nl,A,2020-04-19,1,HH1460001
nl,A,2020-04-19,1,HH1460101
nl,A,2020-04-16,1,HH1460201
nl,A,2020-04-19,1,HH1460301
nl,A,2020-04-16,1,HH1460401
nl,A,2020-04-16,1,HH1460501
nl,A,2020-04-17,1,HH1460601
nl,A,2020-04-19,1,HH1460701
nl,A,2020-04-16,1,HH1460901
nl,A,2020-04-18,1,HH1461001
nl,A,2020-04-19,1,HH1461101
nl,A,2020-04-20,1,HH1461201
nl,A,2020-04-19,1,HH1461301
nl,A,2020-04-19,1,HH1461401
nl,A,2020-04-19,1,HH1461501
nl,A,2020-04-16,1,HH1461601
nl,A,2020-04-18,1,HH1461701
nl,A,2020-04-16,1,HH1461801
nl,A,2020-04-19,1,HH1461901
nl,A,2020-04-16,1,HH1462001
nl,A,2020-04-19,1,HH1462101
nl,A,2020-04-17,1,HH1462201
nl,A,2020-04-18,1,HH1462301
nl,A,2020-04-19,1,HH1462401
nl,A,2020-04-16,1,HH1462501
nl,A,2020-04-16,1,HH1462601
nl,A,2020-04-19,1,HH1462701
nl,A,2020-04-19,1,HH1462801
nl,A,2020-04-19,1,HH1462901
nl,A,2020-04-16,1,HH1463001
nl,A,2020-04-19,1,HH1463101
nl,A,2020-04-16,1,HH1463201
nl,A,2020-04-19,1,HH1463301
nl,A,2020-04-19,1,HH1463401
nl,A,2020-04-19,1,HH1463501
nl,A,2020-04-16,1,HH1463601
nl,A,2020-04-20,1,HH1463701
nl,A,2020-04-16,1,HH1463801
nl,A,2020-04-19,1,HH1463901
nl,A,2020-04-16,1,HH1464001
nl,A,2020-04-17,1,HH1464101
nl,A,2020-04-18,1,HH1464201
nl,A,2020-04-16,1,HH1464301
nl,A,2020-04-20,1,HH1464401
nl,A,2020-04-19,1,HH1464501
nl,A,2020-04-19,1,HH1464601
nl,A,2020-04-16,1,HH1464701
nl,A,2020-04-19,1,HH1464801
nl,A,2020-04-19,1,HH1464901
nl,A,2020-04-19,1,HH1465001
nl,A,2020-04-16,1,HH1465101
nl,A,2020-04-20,1,HH1465201
nl,A,2020-04-19,1,HH1465301
nl,A,2020-04-17,1,HH1465401
nl,A,2020-04-16,1,HH1465501
nl,A,2020-04-16,1,HH1465601
nl,A,2020-04-19,1,HH1465801
nl,A,2020-04-19,1,HH1465901
nl,A,2020-04-19,1,HH1466001
nl,A,2020-04-18,1,HH1466101
nl,A,2020-04-16,1,HH1466201
nl,A,2020-04-19,1,HH1466301
nl,A,2020-04-17,1,HH1466401
nl,A,2020-04-19,1,HH1466501
nl,A,2020-04-16,1,HH1466601
nl,A,2020-04-17,1,HH1466701
nl,A,2020-04-16,1,HH1466801
nl,A,2020-04-19,1,HH1466901
nl,A,2020-04-19,1,HH1467001
nl,A,2020-04-16,1,HH1467101
nl,A,2020-04-19,1,HH1467201
nl,A,2020-04-16,1,HH1467301
nl,A,2020-04-20,1,HH1467401
nl,A,2020-04-19,1,HH1467501
nl,A,2020-04-19,1,HH1467601
nl,A,2020-04-17,1,HH1467701
nl,A,2020-04-19,1,HH1467801
nl,A,2020-04-20,1,HH1467901
nl,A,2020-04-19,1,HH1468001
nl,A,2020-04-16,1,HH1468101
nl,A,2020-04-16,1,HH1468201
nl,A,2020-04-17,1,HH1468301
nl,A,2020-04-17,1,HH1468401
nl,A,2020-04-16,1,HH1468501
nl,A,2020-04-19,1,HH1468601
nl,A,2020-04-19,1,HH1468701
nl,A,2020-04-16,1,HH1468801
nl,A,2020-04-18,1,HH1468901
nl,A,2020-04-17,1,HH1469001
nl,A,2020-04-16,1,HH1469101
nl,A,2020-04-19,1,HH1469201
nl,A,2020-04-19,1,HH1469301
nl,A,2020-04-20,1,HH1469401
nl,A,2020-04-19,1,HH1469501
nl,A,2020-04-19,1,HH1469601
nl,A,2020-04-19,1,HH1469701
nl,A,2020-04-19,1,HH1469801
nl,A,2020-04-17,1,HH1469901
nl,A,2020-04-16,1,HH1470001
nl,A,2020-04-19,1,HH1470101
nl,A,2020-04-19,1,HH1470201
nl,A,2020-04-16,1,HH1470301
nl,A,2020-04-18,1,HH1470401
nl,A,2020-04-16,1,HH1470501
nl,A,2020-04-19,1,HH1470601
nl,A,2020-04-19,1,HH1470701
nl,A,2020-04-19,1,HH1470901
nl,A,2020-04-16,1,HH1471001
nl,A,2020-04-17,1,HH1471101
nl,A,2020-04-19,1,HH1471201
nl,A,2020-04-17,1,HH1471301
nl,A,2020-04-19,1,HH1471401
nl,A,2020-04-18,1,HH1471501
nl,A,2020-04-19,1,HH1471601
nl,A,2020-04-20,1,HH1471701
nl,A,2020-04-19,1,HH1471801
nl,A,2020-04-18,1,HH1471901
nl,A,2020-04-19,1,HH1472001
nl,A,2020-04-19,1,HH1472101
nl,A,2020-04-18,1,HH1472201
