"part_id","cont_id","Selected","far","p1 know","p2 know"
"3_2_5_5_139_6","3_2_5_5_139_6_4",NA,1,2,2
"3_2_5_5_139_6","3_2_5_5_139_6_5",NA,1,2,2
"3_2_5_5_139_6","3_2_5_5_139_6_6",1,3,NA,1
"3_2_5_5_139_6","3_2_5_5_139_6_7",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_8",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_9",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_10",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_11",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_12",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_13",NA,3,1,1
"3_2_5_5_139_6","3_2_5_5_139_6_14",2,3,1,NA
"3_2_5_5_139_6","3_2_5_5_139_6_15",NA,3,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_1",NA,1,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_2",2,1,1,NA
"3_2_5_5_139_7","3_2_5_5_139_7_3",NA,1,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_4",NA,1,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_5",NA,1,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_6",NA,2,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_7",1,2,NA,1
"3_2_5_5_139_7","3_2_5_5_139_7_8",NA,2,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_9",NA,2,1,1
"3_2_5_5_139_7","3_2_5_5_139_7_10",NA,2,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_1",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_2",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_3",2,1,1,NA
"3_2_5_5_139_8","3_2_5_5_139_8_4",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_5",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_6",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_7",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_8",1,1,NA,1
"3_2_5_5_139_8","3_2_5_5_139_8_9",NA,1,1,1
"3_2_5_5_139_8","3_2_5_5_139_8_10",NA,1,1,1
"3_2_5_5_139_9","3_2_5_5_139_9_1",1,1,NA,2
"3_2_5_5_139_9","3_2_5_5_139_9_2",NA,1,1,2
"3_2_5_5_139_9","3_2_5_5_139_9_3",NA,1,1,2
"3_2_5_5_139_9","3_2_5_5_139_9_4",NA,1,1,2
"3_2_5_5_139_9","3_2_5_5_139_9_5",2,3,3,NA
"3_2_5_5_139_9","3_2_5_5_139_9_6",NA,3,3,1
"3_2_5_5_139_9","3_2_5_5_139_9_7",NA,1,1,3
"3_2_5_5_139_9","3_2_5_5_139_9_8",NA,1,1,3
"3_2_5_5_139_10","3_2_5_5_139_10_1",2,1,1,NA
"3_2_5_5_139_10","3_2_5_5_139_10_2",NA,1,1,1
"3_2_5_5_139_10","3_2_5_5_139_10_3",NA,1,1,1
"3_2_5_5_139_10","3_2_5_5_139_10_4",1,1,NA,1
"3_2_5_5_139_10","3_2_5_5_139_10_5",NA,1,1,1
"3_2_5_5_139_10","3_2_5_5_139_10_6",NA,1,1,1
"3_2_5_5_139_11","3_2_5_5_139_11_1",NA,1,1,1
"3_2_5_5_139_11","3_2_5_5_139_11_2",NA,1,1,2
"3_2_5_5_139_11","3_2_5_5_139_11_3",1,2,NA,2
"3_2_5_5_139_11","3_2_5_5_139_11_4",NA,1,1,1
"3_2_5_5_139_11","3_2_5_5_139_11_5",NA,1,3,1
"3_2_5_5_139_11","3_2_5_5_139_11_6",NA,1,3,1
"3_2_5_5_139_11","3_2_5_5_139_11_7",2,1,2,NA
"3_2_5_5_139_11","3_2_5_5_139_11_8",NA,1,2,1
"3_2_5_5_139_12","3_2_5_5_139_12_1",NA,1,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_2",NA,1,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_3",NA,1,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_4",1,1,NA,1
"3_2_5_5_139_12","3_2_5_5_139_12_5",NA,1,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_6",NA,1,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_7",NA,2,1,1
"3_2_5_5_139_12","3_2_5_5_139_12_8",2,2,1,NA
"3_2_5_5_139_13","3_2_5_5_139_13_1",NA,1,1,1
"3_2_5_5_139_13","3_2_5_5_139_13_2",NA,1,1,1
"3_2_5_5_139_13","3_2_5_5_139_13_3",2,1,1,NA
"3_2_5_5_139_13","3_2_5_5_139_13_4",NA,1,1,1
"3_2_5_5_139_13","3_2_5_5_139_13_5",NA,1,1,1
"3_2_5_5_139_13","3_2_5_5_139_13_6",1,1,NA,1
"3_2_5_5_139_13","3_2_5_5_139_13_7",NA,1,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_1",NA,1,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_2",NA,1,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_3",NA,2,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_4",2,2,1,NA
"3_2_5_5_139_14","3_2_5_5_139_14_5",NA,2,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_6",NA,2,1,1
"3_2_5_5_139_14","3_2_5_5_139_14_7",1,2,NA,1
"7_4_5_4_140_1","7_4_5_4_140_1_1",1,1,NA,2
"7_4_5_4_140_1","7_4_5_4_140_1_2",NA,1,1,2
"7_4_5_4_140_1","7_4_5_4_140_1_3",NA,1,1,2
"7_4_5_4_140_1","7_4_5_4_140_1_4",NA,1,1,2
"7_4_5_4_140_1","7_4_5_4_140_1_5",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_6",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_7",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_8",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_9",2,2,2,NA
"7_4_5_4_140_1","7_4_5_4_140_1_10",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_11",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_12",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_13",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_14",NA,2,2,1
"7_4_5_4_140_1","7_4_5_4_140_1_15",NA,2,2,1
"7_4_5_4_140_2","7_4_5_4_140_2_1",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_2",1,1,NA,1
"7_4_5_4_140_2","7_4_5_4_140_2_3",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_4",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_5",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_6",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_7",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_8",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_9",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_10",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_11",2,1,1,NA
"7_4_5_4_140_2","7_4_5_4_140_2_12",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_13",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_14",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_15",NA,2,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_16",NA,1,1,1
"7_4_5_4_140_2","7_4_5_4_140_2_17",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_1",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_2",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_3",1,1,NA,1
"7_4_5_4_140_3","7_4_5_4_140_3_4",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_5",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_6",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_7",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_8",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_9",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_10",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_11",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_12",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_13",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_14",2,1,1,NA
"7_4_5_4_140_3","7_4_5_4_140_3_15",NA,2,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_16",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_17",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_18",NA,1,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_19",NA,2,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_20",NA,2,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_21",NA,2,1,1
"7_4_5_4_140_3","7_4_5_4_140_3_22",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_1",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_2",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_3",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_4",1,1,NA,1
"7_4_5_4_140_4","7_4_5_4_140_4_5",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_6",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_7",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_8",2,1,1,NA
"7_4_5_4_140_4","7_4_5_4_140_4_9",NA,1,1,1
"7_4_5_4_140_4","7_4_5_4_140_4_10",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_1",2,1,1,NA
"7_4_5_4_140_5","7_4_5_4_140_5_2",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_3",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_4",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_5",1,1,NA,1
"7_4_5_4_140_5","7_4_5_4_140_5_6",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_7",NA,1,1,1
"7_4_5_4_140_5","7_4_5_4_140_5_8",NA,1,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_1",NA,1,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_2",NA,1,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_3",NA,1,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_4",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_5",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_6",1,2,NA,1
"7_4_5_4_140_6","7_4_5_4_140_6_7",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_8",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_9",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_10",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_11",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_12",NA,2,1,1
"7_4_5_4_140_6","7_4_5_4_140_6_13",2,1,1,NA
"7_4_5_4_140_6","7_4_5_4_140_6_14",NA,1,1,1
"7_4_5_4_140_7","7_4_5_4_140_7_1",1,1,NA,1
"7_4_5_4_140_7","7_4_5_4_140_7_2",NA,1,1,1
"7_4_5_4_140_7","7_4_5_4_140_7_3",NA,1,1,1
"7_4_5_4_140_7","7_4_5_4_140_7_4",2,1,1,NA
"7_4_5_4_140_7","7_4_5_4_140_7_5",NA,1,1,1
"7_4_5_4_140_7","7_4_5_4_140_7_6",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_2",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_3",2,1,1,NA
"7_4_5_4_140_8","7_4_5_4_140_8_4",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_5",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_6",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_7",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_8",1,1,NA,1
"7_4_5_4_140_8","7_4_5_4_140_8_9",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_10",NA,1,1,1
"7_4_5_4_140_8","7_4_5_4_140_8_11",NA,1,1,1
"7_4_5_4_140_9","7_4_5_4_140_9_1",NA,1,1,1
"7_4_5_4_140_9","7_4_5_4_140_9_2",2,1,1,NA
"7_4_5_4_140_9","7_4_5_4_140_9_3",1,1,NA,1
"7_4_5_4_140_10","7_4_5_4_140_10_1",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_2",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_3",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_4",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_5",2,1,1,NA
"7_4_5_4_140_10","7_4_5_4_140_10_6",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_7",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_8",NA,1,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_9",NA,2,1,1
"7_4_5_4_140_10","7_4_5_4_140_10_10",1,2,NA,1
"7_4_5_4_140_10","7_4_5_4_140_10_11",NA,2,1,1
"7_4_5_4_140_11","7_4_5_4_140_11_1",1,1,NA,1
"7_4_5_4_140_11","7_4_5_4_140_11_2",NA,1,1,1
"7_4_5_4_140_11","7_4_5_4_140_11_3",NA,1,1,1
"7_4_5_4_140_11","7_4_5_4_140_11_4",2,1,1,NA
"7_4_5_4_140_11","7_4_5_4_140_11_5",NA,1,1,1
"7_4_5_4_140_12","7_4_5_4_140_12_1",NA,1,1,1
"7_4_5_4_140_12","7_4_5_4_140_12_2",2,1,1,NA
"7_4_5_4_140_12","7_4_5_4_140_12_3",1,1,NA,1
"7_4_5_4_140_13","7_4_5_4_140_13_1",2,1,1,NA
"7_4_5_4_140_13","7_4_5_4_140_13_2",NA,1,1,1
"7_4_5_4_140_13","7_4_5_4_140_13_3",NA,1,1,1
"7_4_5_4_140_13","7_4_5_4_140_13_4",NA,1,1,1
"7_4_5_4_140_13","7_4_5_4_140_13_5",1,1,NA,1
"7_4_5_4_140_13","7_4_5_4_140_13_6",NA,1,1,1
"7_4_5_4_140_13","7_4_5_4_140_13_7",NA,1,1,1
"7_4_5_4_140_13","7_4_5_4_140_13_8",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_1",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_2",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_3",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_4",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_5",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_6",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_7",2,1,1,NA
"7_4_5_4_140_14","7_4_5_4_140_14_8",NA,2,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_9",NA,2,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_10",NA,2,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_11",NA,2,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_12",NA,1,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_13",NA,2,1,1
"7_4_5_4_140_14","7_4_5_4_140_14_14",1,1,NA,1
"7_4_5_4_140_14","7_4_5_4_140_14_15",NA,2,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_1",1,1,NA,1
"12_6_1_7_141_1","12_6_1_7_141_1_2",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_3",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_4",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_5",NA,2,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_6",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_7",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_8",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_9",2,1,1,NA
"12_6_1_7_141_1","12_6_1_7_141_1_10",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_11",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_12",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_13",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_14",NA,1,1,1
"12_6_1_7_141_1","12_6_1_7_141_1_15",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_1",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_2",1,1,NA,1
"12_6_1_7_141_2","12_6_1_7_141_2_3",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_4",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_5",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_6",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_7",2,1,1,NA
"12_6_1_7_141_2","12_6_1_7_141_2_8",NA,1,1,1
"12_6_1_7_141_2","12_6_1_7_141_2_9",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_1",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_2",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_3",1,2,NA,1
"12_6_1_7_141_3","12_6_1_7_141_3_4",NA,2,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_5",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_6",NA,2,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_7",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_8",2,1,1,NA
"12_6_1_7_141_3","12_6_1_7_141_3_9",NA,1,1,1
"12_6_1_7_141_3","12_6_1_7_141_3_10",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_1",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_2",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_3",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_4",1,1,NA,1
"12_6_1_7_141_4","12_6_1_7_141_4_5",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_6",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_7",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_8",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_9",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_10",2,1,1,NA
"12_6_1_7_141_4","12_6_1_7_141_4_11",NA,1,1,1
"12_6_1_7_141_4","12_6_1_7_141_4_12",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_1",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_2",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_3",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_4",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_5",1,1,NA,1
"12_6_1_7_141_5","12_6_1_7_141_5_6",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_7",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_8",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_9",NA,1,1,1
"12_6_1_7_141_5","12_6_1_7_141_5_10",2,1,1,NA
"12_6_1_7_141_6","12_6_1_7_141_6_1",NA,1,1,1
"12_6_1_7_141_6","12_6_1_7_141_6_2",NA,1,1,1
"12_6_1_7_141_6","12_6_1_7_141_6_3",2,1,1,NA
"12_6_1_7_141_6","12_6_1_7_141_6_4",NA,1,1,1
"12_6_1_7_141_6","12_6_1_7_141_6_5",NA,1,1,1
"12_6_1_7_141_6","12_6_1_7_141_6_6",1,1,NA,1
"12_6_1_7_141_6","12_6_1_7_141_6_7",NA,1,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_1",NA,1,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_2",2,2,1,NA
"12_6_1_7_141_7","12_6_1_7_141_7_3",NA,2,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_4",NA,2,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_5",NA,2,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_6",NA,2,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_7",1,2,NA,1
"12_6_1_7_141_7","12_6_1_7_141_7_8",NA,1,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_9",NA,1,1,1
"12_6_1_7_141_7","12_6_1_7_141_7_10",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_1",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_2",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_3",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_4",2,1,1,NA
"12_6_1_7_141_8","12_6_1_7_141_8_5",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_6",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_7",NA,1,1,1
"12_6_1_7_141_8","12_6_1_7_141_8_8",1,1,NA,1
"12_6_1_7_141_9","12_6_1_7_141_9_1",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_2",NA,1,2,2
"12_6_1_7_141_9","12_6_1_7_141_9_3",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_4",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_5",NA,1,2,1
"12_6_1_7_141_9","12_6_1_7_141_9_6",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_7",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_8",NA,2,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_9",1,2,NA,1
"12_6_1_7_141_9","12_6_1_7_141_9_10",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_11",NA,2,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_12",NA,2,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_13",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_14",NA,2,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_15",NA,2,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_16",NA,2,2,2
"12_6_1_7_141_9","12_6_1_7_141_9_17",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_18",NA,1,1,1
"12_6_1_7_141_9","12_6_1_7_141_9_19",2,1,1,NA
"12_6_1_7_141_10","12_6_1_7_141_10_1",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_2",NA,1,2,1
"12_6_1_7_141_10","12_6_1_7_141_10_3",NA,1,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_4",NA,2,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_5",NA,1,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_6",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_7",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_8",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_9",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_10",1,1,NA,1
"12_6_1_7_141_10","12_6_1_7_141_10_11",NA,1,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_12",NA,3,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_13",NA,3,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_14",NA,1,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_15",NA,2,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_16",NA,3,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_17",NA,2,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_18",NA,3,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_19",NA,2,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_20",NA,1,1,2
"12_6_1_7_141_10","12_6_1_7_141_10_21",NA,3,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_22",NA,2,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_23",NA,1,2,1
"12_6_1_7_141_10","12_6_1_7_141_10_24",NA,3,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_25",2,3,1,NA
"12_6_1_7_141_10","12_6_1_7_141_10_26",NA,3,2,1
"12_6_1_7_141_10","12_6_1_7_141_10_27",NA,2,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_28",NA,2,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_29",NA,2,1,1
"12_6_1_7_141_10","12_6_1_7_141_10_30",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_1",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_2",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_3",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_4",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_5",2,1,1,NA
"12_6_1_7_141_11","12_6_1_7_141_11_6",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_7",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_8",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_9",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_10",NA,1,1,1
"12_6_1_7_141_11","12_6_1_7_141_11_11",1,1,NA,1
"12_6_1_7_141_11","12_6_1_7_141_11_12",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_1",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_2",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_3",1,1,NA,1
"12_6_1_7_141_12","12_6_1_7_141_12_4",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_5",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_6",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_7",NA,1,1,1
"12_6_1_7_141_12","12_6_1_7_141_12_8",2,1,1,NA
"12_6_1_7_141_12","12_6_1_7_141_12_9",NA,1,1,1
"12_6_1_7_141_13","12_6_1_7_141_13_1",2,1,1,NA
"12_6_1_7_141_13","12_6_1_7_141_13_2",NA,1,1,1
"12_6_1_7_141_13","12_6_1_7_141_13_3",1,1,NA,1
"12_6_1_7_141_13","12_6_1_7_141_13_4",NA,1,1,1
"12_6_1_7_141_13","12_6_1_7_141_13_5",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_1",2,1,1,NA
"12_6_1_7_141_14","12_6_1_7_141_14_2",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_3",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_4",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_5",1,1,NA,1
"12_6_1_7_141_14","12_6_1_7_141_14_6",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_7",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_8",NA,1,1,1
"12_6_1_7_141_14","12_6_1_7_141_14_9",NA,1,1,1
